postcode,locality,state
4872,BARRINE,QLD
2540,BARRINGELLA,NSW
4816,BARRINGHA,QLD
2422,BARRINGTON,NSW
7306,BARRINGTON,TAS
2422,BARRINGTON TOPS,NSW
2840,BARRINGUN,NSW
4490,BARRINGUN,QLD
4878,BARRON,QLD
4870,BARRON GORGE,QLD
872,BARROW CREEK,NT
6712,BARROW ISLAND,WA
2340,BARRY,NSW
2799,BARRY,NSW
3458,BARRYS REEF,VIC
4861,BARTLE FRERE,QLD
2600,BARTON,ACT
3329,BARUNAH PARK,VIC
3329,BARUNAH PLAINS,VIC
852,BARUNGA,NT
5520,BARUNGA GAP,SA
2594,BARWANG,NSW
3737,BARWIDGEE,VIC
4872,BARWIDGI,QLD
3722,BARWITE,VIC
2396,BARWON,NSW
3243,BARWON DOWNS,VIC
3227,BARWON HEADS,VIC
2460,BARYULGIL,NSW
3460,BASALT,VIC
4820,BASALT,QLD
4871,BASILISK,QLD
2380,BASIN PLAIN,NSW
4305,BASIN POCKET,QLD
2540,BASIN VIEW,NSW
6056,BASKERVILLE,WA
5138,BASKET RANGE,SA
3991,BASS,VIC
2197,BASS HILL,NSW
2365,BASSENDEAN,NSW
6054,BASSENDEAN,WA
6934,BASSENDEAN,WA
6054,BASSENDEAN DC,WA
6942,BASSENDEAN DC,WA
2439,BATAR CREEK,NSW
845,BATCHELOR,NT
2261,BATEAU BAY,NSW
2536,BATEHAVEN,NSW
6150,BATEMAN,WA
2536,BATEMANS BAY,NSW
3213,BATESFORD,VIC
3221,BATESFORD,VIC
2795,BATHAMPTON,NSW
3730,BATHUMI,VIC
2795,BATHURST,NSW
822,BATHURST ISLAND,NT
7000,BATHURST STREET PO,TAS
2795,BATHURST WEST,NSW
2730,BATLOW,NSW
3058,BATMAN,VIC
4551,BATTERY HILL,QLD
7004,BATTERY POINT,TAS
6284,BAUDIN,WA
5222,BAUDIN BEACH,SA
4718,BAUHINIA,QLD
1755,BAULKHAM HILLS,NSW
2153,BAULKHAM HILLS,NSW
4650,BAUPLE,QLD
4650,BAUPLE FOREST,QLD
2580,BAW BAW,NSW
3833,BAW BAW,VIC
3833,BAW BAW VILLAGE,VIC
2539,BAWLEY POINT,NSW
3911,BAXTER,VIC
2422,BAXTERS RIDGE,NSW
5223,BAY OF SHOALS,SA
2261,BAY VILLAGE,NSW
5260,BAYAH,SA
4703,BAYFIELD,QLD
3375,BAYINDEEN,VIC
2452,BAYLDON,NSW
3981,BAYLES,VIC
3444,BAYNTON,VIC
6714,BAYNTON,WA
3444,BAYNTON EAST,VIC
6330,BAYONET HEAD,WA
4478,BAYRICK,QLD
3153,BAYSWATER,VIC
6053,BAYSWATER,WA
6933,BAYSWATER,WA
3153,BAYSWATER NORTH,VIC
820,BAYVIEW,NT
2104,BAYVIEW,NSW
4868,BAYVIEW HEIGHTS,QLD
4818,BEACH HOLM,QLD
6530,BEACHLANDS,WA
4510,BEACHMERE,QLD
5280,BEACHPORT,SA
6472,BEACON,WA
2100,BEACON HILL,NSW
2015,BEACONSFIELD,NSW
3807,BEACONSFIELD,VIC
4740,BEACONSFIELD,QLD
6162,BEACONSFIELD,WA
7270,BEACONSFIELD,TAS
3808,BEACONSFIELD UPPER,VIC
6440,BEADELL,WA
3475,BEALIBA,VIC
2469,BEAN CREEK,NSW
2827,BEARBONG,NSW
2620,BEARD,ACT
2870,BEARGAMIL,NSW
3641,BEARII,VIC
3517,BEARS LAGOON,VIC
4886,BEATRICE,QLD
5320,BEATTY,SA
3579,BEAUCHAMP,VIC
3581,BEAUCHAMP,VIC
4285,BEAUDESERT,QLD
3373,BEAUFORT,VIC
4724,BEAUFORT,QLD
5550,BEAUFORT,SA
6394,BEAUFORT RIVER,WA
3193,BEAUMARIS,VIC
7215,BEAUMARIS,TAS
2577,BEAUMONT,NSW
5066,BEAUMONT,SA
6450,BEAUMONT,WA
2155,BEAUMONT HILLS,NSW
5320,BEAUMONTS,SA
2475,BEAURY CREEK,NSW
2546,BEAUTY POINT,NSW
7270,BEAUTY POINT,TAS
4650,BEAVER ROCK,QLD
3477,BEAZLEYS BRIDGE,VIC
3478,BEAZLEYS BRIDGE,VIC
6107,BECKENHAM,WA
2665,BECKOM,NSW
2340,BECTIVE,NSW
2665,BECTRIC,NSW
6052,BEDFORD,WA
5042,BEDFORD PARK,SA
3135,BEDFORD ROAD,VIC
6112,BEDFORDALE,WA
2871,BEDGERABONG,NSW
2871,BEDGEREBONG,NSW
4829,BEDOURIE,QLD
3251,BEEAC,VIC
4385,BEEBO,QLD
3237,BEECH FOREST,VIC
6063,BEECHBORO,WA
4680,BEECHER,QLD
7252,BEECHFORD,TAS
6556,BEECHINA,WA
4211,BEECHMONT,QLD
2446,BEECHWOOD,NSW
3747,BEECHWORTH,VIC
2119,BEECROFT,NSW
2540,BEECROFT PENINSULA,NSW
6260,BEEDELUP,WA
6224,BEELA,WA
2680,BEELBANGERA,NSW
4405,BEELBEE,QLD
4659,BEELBI CREEK,QLD
6239,BEELERUP,WA
6164,BEELIAR,WA
2824,BEEMUNNEL,NSW
4570,BEENAAM VALLEY,QLD
3139,BEENAK,VIC
4207,BEENLEIGH,QLD
6353,BEENONG,WA
4517,BEERBURRUM,QLD
6503,BEERMULLAH,WA
4626,BEERON,QLD
4519,BEERWAH,QLD
822,BEES CREEK,NT
5523,BEETALOO VALLEY,SA
2550,BEGA,NSW
2587,BEGGAN BEGGAN,NSW
4487,BEGONIA,QLD
4454,BEILBA,QLD
2878,BEILPAJAH,NSW
6566,BEJOORDING,WA
5052,BELAIR,SA
5491,BELALIE EAST,SA
5491,BELALIE NORTH,SA
2577,BELANGLO,NSW
2422,BELBORA,NSW
4723,BELCONG,QLD
2616,BELCONNEN,ACT
2617,BELCONNEN,ACT
2617,BELCONNEN DC,ACT
6027,BELDON,WA
2191,BELFIELD,NSW
2335,BELFORD,NSW
2650,BELFRAYDEN,NSW
4810,BELGIAN GARDENS,QLD
3160,BELGRAVE,VIC
3160,BELGRAVE HEIGHTS,VIC
3160,BELGRAVE SOUTH,VIC
2800,BELGRAVIA,NSW
6069,BELHUS,WA
2570,BELIMBLA PARK,NSW
4207,BELIVAH,QLD
2786,BELL,NSW
4408,BELL,QLD
7253,BELL BAY,TAS
3889,BELL BIRD CREEK,VIC
3215,BELL PARK,VIC
3215,BELL POST HILL,VIC
4570,BELLA CREEK,QLD
2153,BELLA VISTA,NSW
832,BELLAMACK,NT
2518,BELLAMBI,NSW
2446,BELLANGRY,NSW
4507,BELLARA,QLD
3221,BELLARINE,VIC
3223,BELLARINE,VIC
2397,BELLATA,NSW
2535,BELLAWONGARAH,NSW
2325,BELLBIRD,NSW
3889,BELLBIRD CREEK,VIC
2325,BELLBIRD HEIGHTS,NSW
4300,BELLBIRD PARK,QLD
4070,BELLBOWRIE,QLD
3228,BELLBRAE,VIC
3691,BELLBRIDGE,VIC
2440,BELLBROOK,NSW
3380,BELLELLEN,VIC
3381,BELLELLEN,VIC
4871,BELLENDEN KER,QLD
7018,BELLERIVE,TAS
4892,BELLEVUE,QLD
6056,BELLEVUE,WA
5050,BELLEVUE HEIGHTS,SA
2023,BELLEVUE HILL,NSW
3081,BELLFIELD,VIC
3381,BELLFIELD,VIC
4822,BELLFIELD,QLD
4306,BELLHAVEN,QLD
4562,BELLI PARK,QLD
2440,BELLIMBOPINNI,NSW
2454,BELLINGEN,NSW
7254,BELLINGHAM,TAS
4510,BELLMERE,QLD
2581,BELLMOUNT FOREST,NSW
3228,BELLS BEACH,VIC
4570,BELLS BRIDGE,QLD
4551,BELLS CREEK,QLD
4514,BELLTHORPE,QLD
2337,BELLTREES,NSW
3945,BELLVIEW,VIC
2280,BELMONT,NSW
3216,BELMONT,VIC
4153,BELMONT,QLD
6104,BELMONT,WA
6984,BELMONT,WA
4153,BELMONT HEIGHTS,QLD
2280,BELMONT NORTH,NSW
2280,BELMONT SOUTH,NSW
2192,BELMORE,NSW
2440,BELMORE RIVER,NSW
4740,BELMUNDA,QLD
2628,BELOKA,NSW
2787,BELOON,NSW
2545,BELOWRA,NSW
2085,BELROSE,NSW
2085,BELROSE WEST,NSW
5730,BELTANA,SA
5730,BELTANA STATION,SA
5432,BELTON,SA
4860,BELVEDERE,QLD
3198,BELVEDERE PARK,VIC
5255,BELVIDERE,SA
4721,BELYANDO,QLD
822,BELYUEN,NT
2550,BEMBOKA,NSW
4850,BEMERSIDE,QLD
3889,BEMM RIVER,VIC
2026,BEN BUCKLER,NSW
2850,BEN BUCKLEY,NSW
2790,BEN BULLEN,NSW
2365,BEN LOMOND,NSW
7212,BEN LOMOND,TAS
3377,BEN NEVIS,VIC
2350,BEN VENUE,NSW
3946,BENA,VIC
4610,BENAIR,QLD
3671,BENALLA,VIC
3672,BENALLA,VIC
3673,BENALLA,VIC
3672,BENALLA WEST,VIC
3900,BENAMBRA,VIC
2536,BENANDARAH,NSW
2737,BENANEE,NSW
4680,BENARABY,QLD
2710,BENARCA,NSW
3630,BENARCH,VIC
4306,BENARKIN,QLD
4314,BENARKIN,QLD
4306,BENARKIN NORTH,QLD
4314,BENARKIN NORTH,QLD
3319,BENAYEO,VIC
5453,BENBOURNIE,SA
6477,BENCUBBIN,WA
3097,BEND OF ISLANDS,VIC
5440,BENDA,SA
2539,BENDALONG,NSW
2577,BENDEELA,NSW
2355,BENDEMEER,NSW
6367,BENDERING,WA
2803,BENDICK MURRELL,NSW
3550,BENDIGO,VIC
3552,BENDIGO,VIC
3554,BENDIGO DC,VIC
3551,BENDIGO FORWARD,VIC
3550,BENDIGO SOUTH,VIC
3888,BENDOC,VIC
2420,BENDOLBA,NSW
2622,BENDOURA,NSW
2798,BENEREE,NSW
2680,BENEREMBAH,NSW
2333,BENGALLA,NSW
6223,BENGER,WA
3875,BENGWORDEN,VIC
4754,BENHOLME,QLD
2830,BENI,NSW
6463,BENJABERRING,WA
3579,BENJEROOP,VIC
6255,BENJINUP,WA
3435,BENLOCH,VIC
6063,BENNETT SPRINGS,WA
2290,BENNETTS GREEN,NSW
3125,BENNETTSWOOD,VIC
3960,BENNISON,VIC
4275,BENOBBLE,QLD
2818,BENOLONG,NSW
4217,BENOWA,QLD
2251,BENSVILLE,NSW
3204,BENTLEIGH,VIC
3165,BENTLEIGH EAST,VIC
2480,BENTLEY,NSW
6102,BENTLEY,WA
6982,BENTLEY,WA
6102,BENTLEY DC,WA
6983,BENTLEY DC,WA
4869,BENTLEY PARK,QLD
6102,BENTLEY SOUTH,WA
3235,BENWERRIN,VIC
4674,BERAJONDO,QLD
2141,BERALA,NSW
2758,BERAMBING,NSW
4362,BERAT,QLD
3342,BEREMBOKE,VIC
2322,BERESFIELD,NSW
6530,BERESFORD,WA
2537,BERGALIA,NSW
4353,BERGEN,QLD
2506,BERKELEY,NSW
2261,BERKELEY VALE,NSW
2765,BERKSHIRE PARK,NSW
6510,BERKSHIRE VALLEY,WA
2622,BERLANG,NSW
2546,BERMAGUI,NSW
2546,BERMAGUI SOUTH,NSW
6701,BERNIER ISLAND,WA
2081,BEROWRA,NSW
2082,BEROWRA CREEK,NSW
2082,BEROWRA HEIGHTS,NSW
2082,BEROWRA WATERS,NSW
2548,BERRAMBOOL,NSW
3379,BERRAMBOOL,VIC
2540,BERRARA,NSW
2582,BERREMANGRA,NSW
5343,BERRI,SA
2422,BERRICO,NSW
2628,BERRIDALE,NSW
7011,BERRIEDALE,TAS
2390,BERRIGAL,NSW
2712,BERRIGAN,NSW
2159,BERRILEE,NSW
2577,BERRIMA,NSW
828,BERRIMAH,NT
3518,BERRIMAL,VIC
3478,BERRIMAL WEST,VIC
4117,BERRINBA,QLD
3351,BERRINGA,VIC
3691,BERRINGAMA,VIC
2539,BERRINGER LAKE,NSW
3531,BERRIWILLOCK,VIC
2535,BERRY,NSW
2650,BERRY JERRY,NSW
2701,BERRY JERRY,NSW
2535,BERRY MOUNTAIN,NSW
2321,BERRY PARK,NSW
838,BERRY SPRINGS,NT
3323,BERRYBANK,VIC
3953,BERRYS CREEK,VIC
4701,BERSERKER,QLD
2594,BERTHONG,NSW
6167,BERTRAM,WA
3806,BERWICK,VIC
2852,BERYL,NSW
3304,BESSIEBELLE,VIC
852,BESWICK,NT
852,BESWICK CREEK,NT
3472,BET BET,VIC
3888,BETE BOLONG,VIC
3888,BETE BOLONG NORTH,VIC
3691,BETHANGA,VIC
4205,BETHANIA,QLD
5352,BETHANY,SA
5373,BETHEL,SA
2590,BETHUNGRA,NSW
3472,BETLEY,VIC
3395,BEULAH,VIC
7306,BEULAH,TAS
5067,BEULAH PARK,SA
2581,BEVENDALE,NSW
3590,BEVERFORD,VIC
3753,BEVERIDGE,VIC
5009,BEVERLEY,SA
6304,BEVERLEY,WA
2217,BEVERLEY PARK,NSW
2209,BEVERLY HILLS,NSW
2540,BEWONG,NSW
2480,BEXHILL,NSW
2207,BEXLEY,NSW
2207,BEXLEY NORTH,NSW
2207,BEXLEY SOUTH,NSW
2581,BIALA,NSW
4313,BIARRA,QLD
5118,BIBARINGA,SA
2632,BIBBENLUKE,NSW
5432,BIBLIANDO,SA
4880,BIBOOHRA,QLD
6163,BIBRA LAKE,WA
6163,BIBRA LAKE DC,WA
6965,BIBRA LAKE DC,WA
7215,BICHENO,TAS
6076,BICKLEY,WA
2570,BICKLEY VALE,NSW
6157,BICTON,WA
4275,BIDDADDABA,QLD
6260,BIDDELIA,WA
4401,BIDDESTON,QLD
2827,BIDDON,NSW
2642,BIDGEEMIA,NSW
2770,BIDWILL,NSW
4650,BIDWILL,QLD
2453,BIELSDOWN HILLS,NSW
5238,BIG BEND,SA
3490,BIG DESERT,VIC
6330,BIG GROVE,WA
2579,BIG HILL,NSW
3231,BIG HILL,VIC
3232,BIG HILL,VIC
3555,BIG HILL,VIC
2339,BIG JACKS CREEK,NSW
3799,BIG PATS CREEK,VIC
2330,BIG RIDGE,NSW
2650,BIG SPRINGS,NSW
4650,BIG TUAN,QLD
2330,BIG YENGO,NSW
2583,BIGGA,NSW
3707,BIGGARA,VIC
4621,BIGGENDEN,QLD
4216,BIGGERA WATERS,QLD
5153,BIGGS FLAT,SA
2486,BILAMBIL,NSW
2486,BILAMBIL HEIGHTS,NSW
6375,BILBARIN,WA
2680,BILBUL,NSW
2107,BILGOLA,NSW
2107,BILGOLA BEACH,NSW
2107,BILGOLA PLATEAU,NSW
4225,BILINGA,QLD
6725,BILINGURR,WA
4390,BILLA BILLA,QLD
5720,BILLA KALINA,SA
3858,BILLABONG,VIC
5440,BILLEROO WEST,SA
2829,BILLEROY,NSW
5311,BILLIATT,SA
2630,BILLILINGRA,NSW
2804,BILLIMARI,NSW
2483,BILLINUDGEL,NSW
2372,BILLYRIMBA,NSW
2453,BILLYS CREEK,NSW
2795,BILLYWILLINGA,NSW
4715,BILOELA,QLD
2758,BILPIN,NSW
4880,BILWON,QLD
4854,BILYANA,QLD
2611,BIMBERI,NSW
2810,BIMBI,NSW
6472,BIMBIJY,WA
2536,BIMBIMBIE,NSW
3533,BIMBOURIE,VIC
5440,BIMBOWRIE,SA
2787,BIMLOW,NSW
2584,BINALONG,NSW
7216,BINALONG BAY,TAS
4805,BINBEE,QLD
2583,BINDA,NSW
5440,BINDARRAH,SA
4488,BINDEBANGO,QLD
2422,BINDERA,NSW
3896,BINDI,VIC
6574,BINDI BINDI,WA
2870,BINDOGUNDRA,NSW
2787,BINDOOK,NSW
6502,BINDOON,WA
6502,BINDOON TRAINING AREA,WA
6430,BINDULI,WA
2404,BINGARA,NSW
2469,BINGEEBEEBRA,NSW
2469,BINGEEBEEBRA CREEK,NSW
4702,BINGEGANG,QLD
2537,BINGIE,NSW
4852,BINGIL BAY,QLD
3966,BINGINWARRI,VIC
2311,BINGLEBURRA,NSW
3898,BINGO,VIC
3898,BINGO MUNJIE,VIC
2399,BINIGUY,NSW
852,BINJARI,NT
4625,BINJOUR,QLD
2630,BINJURA,NSW
2479,BINNA BURRA,NSW
4211,BINNA BURRA,QLD
2395,BINNAWAY,NSW
6233,BINNINGUP,WA
6532,BINNU,WA
5262,BINNUM,SA
2665,BINYA,NSW
2852,BIRAGANBIL,NSW
2041,BIRCHGROVE,NSW
3483,BIRCHIP,VIC
3483,BIRCHIP WEST,VIC
6214,BIRCHMONT,WA
5223,BIRCHMORE,SA
7162,BIRCHS BAY,TAS
2655,BIRDLIP,NSW
4482,BIRDSVILLE,QLD
852,BIRDUM,NT
2446,BIRDWOOD,NSW
5234,BIRDWOOD,SA
3505,BIRDWOODTON,VIC
2710,BIRGANBIGIL,NSW
4854,BIRKALLA,QLD
4159,BIRKDALE,QLD
5015,BIRKENHEAD,SA
2287,BIRMINGHAM GARDENS,NSW
4285,BIRNAM,QLD
4352,BIRNAM,QLD
7303,BIRRALEE,TAS
2700,BIRREGO,NSW
3242,BIRREGURRA,VIC
2844,BIRRIWA,NSW
2143,BIRRONG,NSW
4575,BIRTINYA,QLD
2326,BISHOPS BRIDGE,NSW
7301,BISHOPSBOURNE,TAS
2340,BITHRAMERE,NSW
3918,BITTERN,VIC
2439,BLACK CREEK,NSW
2729,BLACK CREEK,NSW
4343,BLACK DUCK CREEK,QLD
5035,BLACK FOREST,SA
2430,BLACK HEAD,NSW
2322,BLACK HILL,NSW
3350,BLACK HILL,VIC
5353,BLACK HILL,SA
5434,BLACK HILL STATION,SA
7140,BLACK HILLS,TAS
2828,BLACK HOLLOW,NSW
4820,BLACK JACK,QLD
822,BLACK JUNGLE,NT
2365,BLACK MOUNTAIN,NSW
2601,BLACK MOUNTAIN,ACT
4563,BLACK MOUNTAIN,QLD
5571,BLACK POINT,SA
2550,BLACK RANGE,NSW
3381,BLACK RANGE,VIC
4818,BLACK RIVER,QLD
7321,BLACK RIVER,TAS
3193,BLACK ROCK,VIC
5431,BLACK ROCK,SA
3193,BLACK ROCK NORTH,VIC
4600,BLACK SNAKE,QLD
2787,BLACK SPRINGS,NSW
5413,BLACK SPRINGS,SA
2372,BLACK SWAMP,NSW
4472,BLACKALL,QLD
2283,BLACKALLS PARK,NSW
4871,BLACKBULL,QLD
3130,BLACKBURN,VIC
3130,BLACKBURN NORTH,VIC
3130,BLACKBURN SOUTH,VIC
2529,BLACKBUTT,NSW
4306,BLACKBUTT,QLD
4314,BLACKBUTT,QLD
4306,BLACKBUTT NORTH,QLD
4314,BLACKBUTT NORTH,QLD
4306,BLACKBUTT SOUTH,QLD
4314,BLACKBUTT SOUTH,QLD
4702,BLACKDOWN,QLD
2770,BLACKETT,NSW
5291,BLACKFELLOWS CAVES,SA
5201,BLACKFELLOWS CREEK,SA
5275,BLACKFORD,SA
2785,BLACKHEATH,NSW
3401,BLACKHEATH,VIC
7052,BLACKMANS BAY,TAS
2790,BLACKMANS FLAT,NSW
2444,BLACKMANS POINT,NSW
822,BLACKMORE,NT
4850,BLACKROCK,QLD
4740,BLACKS BEACH,QLD
2281,BLACKSMITHS,NSW
4306,BLACKSOIL,QLD
4304,BLACKSTONE,QLD
7250,BLACKSTONE HEIGHTS,TAS
4413,BLACKSWAMP,QLD
2148,BLACKTOWN,NSW
2148,BLACKTOWN WESTPOINT,NSW
2343,BLACKVILLE,NSW
2256,BLACKWALL,NSW
4306,BLACKWALL,QLD
7275,BLACKWALL,TAS
3844,BLACKWARRY,VIC
4717,BLACKWATER,QLD
3458,BLACKWOOD,VIC
5051,BLACKWOOD,SA
7301,BLACKWOOD CREEK,TAS
3992,BLACKWOOD FOREST,VIC
2560,BLAIR ATHOL,NSW
5084,BLAIR ATHOL,SA
5084,BLAIR ATHOL WEST,SA
3942,BLAIRGOWRIE,VIC
4625,BLAIRMORE,QLD
2559,BLAIRMOUNT,NSW
2480,BLAKEBROOK,NSW
2221,BLAKEHURST,NSW
5114,BLAKEVIEW,SA
3342,BLAKEVILLE,VIC
5250,BLAKISTON,SA
2581,BLAKNEY CREEK,NSW
3364,BLAMPIED,VIC
5700,BLANCHE HARBOR,SA
5357,BLANCHETOWN,SA
4352,BLANCHVIEW,QLD
2721,BLAND,NSW
2338,BLANDFORD,NSW
2583,BLANKET FLAT,NSW
4310,BLANTYRE,QLD
2142,BLAXCELL,NSW
2774,BLAXLAND,NSW
4405,BLAXLAND,QLD
2774,BLAXLAND EAST,NSW
2460,BLAXLANDS CREEK,NSW
2460,BLAXLANDS FLAT,NSW
2758,BLAXLANDS RIDGE,NSW
2799,BLAYNEY,NSW
4341,BLENHEIM,QLD
2113,BLENHEIM ROAD,NSW
7212,BLESSINGTON,TAS
2800,BLETCHINGTON,NSW
5255,BLETCHLEY,SA
5171,BLEWITT SPRINGS,SA
4560,BLI BLI,QLD
2756,BLIGH PARK,NSW
2713,BLIGHTY,NSW
3980,BLIND BIGHT,VIC
5730,BLINMAN,SA
2800,BLOOMFIELD,NSW
4895,BLOOMFIELD,QLD
4275,BLOOMFLEET,QLD
4799,BLOOMSBURY,QLD
2720,BLOWERING,NSW
3352,BLOWHARD,VIC
2261,BLUE BAY,NSW
2624,BLUE COW,NSW
2262,BLUE HAVEN,NSW
4818,BLUE HILLS,QLD
2480,BLUE KNOB,NSW
4737,BLUE MOUNTAIN,QLD
4350,BLUE MOUNTAIN HEIGHTS,QLD
2408,BLUE NOBBY,NSW
7255,BLUE ROCKS,TAS
2380,BLUE VALE,NSW
4818,BLUEWATER,QLD
4818,BLUEWATER PARK,QLD
2428,BLUEYS BEACH,NSW
4702,BLUFF,QLD
5575,BLUFF BEACH,SA
6530,BLUFF POINT,WA
2372,BLUFF ROCK,NSW
7260,BLUMONT,TAS
5462,BLYTH,SA
4455,BLYTHDALE,QLD
6208,BLYTHEWOOD,WA
3351,BO PEEP,VIC
6280,BOALLIA,WA
2450,BOAMBEE,NSW
2452,BOAMBEE EAST,NSW
2582,BOAMBOLO,NSW
2316,BOAT HARBOUR,NSW
2480,BOAT HARBOUR,NSW
2484,BOAT HARBOUR,NSW
7321,BOAT HARBOUR,TAS
7321,BOAT HARBOUR BEACH,TAS
4468,BOATMAN,QLD
5275,BOATSWAIN POINT,SA
2877,BOBADAH,NSW
6320,BOBALONG,WA
2074,BOBBIN HEAD,NSW
2429,BOBIN,NSW
3678,BOBINAWARRAH,VIC
2439,BOBS CREEK,NSW
2443,BOBS CREEK,NSW
2316,BOBS FARM,NSW
2630,BOBUNDARA,NSW
2631,BOCCI,NSW
3301,BOCHARA,VIC
5655,BOCKELBERG,SA
2631,BOCO,NSW
2850,BOCOBLE,NSW
2865,BOCOBRA,NSW
5453,BOCONNOC PARK,SA
2545,BODALLA,NSW
6424,BODALLIN,WA
2820,BODANGORA,NSW
6390,BODDINGTON,WA
2648,BOEILL CREEK,NSW
2739,BOEILL CREEK,NSW
2825,BOGAN,NSW
2826,BOGAN,NSW
2876,BOGAN GATE,NSW
4425,BOGANDILLA,QLD
2488,BOGANGAR,NSW
4702,BOGANTUNGAN,QLD
2849,BOGEE,NSW
2409,BOGGABILLA,NSW
2382,BOGGABRI,NSW
4805,BOGIE,QLD
3699,BOGONG,VIC
2720,BOGONG PEAKS WILDERNESS,NSW
2390,BOHENA CREEK,NSW
4818,BOHLE,QLD
4817,BOHLE PLAINS,QLD
2430,BOHNOCK,NSW
3669,BOHO,VIC
3669,BOHO SOUTH,VIC
3531,BOIGBEAT,VIC
4875,BOIGU,QLD
4875,BOIGU ISLAND,QLD
6394,BOILUP,WA
3490,BOINKA,VIC
3860,BOISDALE,VIC
6392,BOKAL,WA
4575,BOKARINA,QLD
3381,BOLANGUM,VIC
3387,BOLANGUM,VIC
2629,BOLARO,NSW
6568,BOLGART,WA
3432,BOLINDA,VIC
5110,BOLIVAR,SA
2372,BOLIVIA,NSW
5731,BOLLARDS LAGOON,SA
4570,BOLLIER,QLD
4488,BOLLON,QLD
2540,BOLONG,NSW
5238,BOLTO,SA
3546,BOLTON,VIC
2283,BOLTON POINT,NSW
2320,BOLWARRA,NSW
3305,BOLWARRA,VIC
4871,BOLWARRA,QLD
2320,BOLWARRA HEIGHTS,NSW
3352,BOLWARRAH,VIC
2460,BOM BOM,NSW
2541,BOMADERRY,NSW
2423,BOMBAH POINT,NSW
2632,BOMBALA,NSW
2622,BOMBAY,NSW
4871,BOMBEETA,QLD
2850,BOMBIRA,NSW
2533,BOMBO,NSW
2720,BOMBOWLEE,NSW
2720,BOMBOWLEE CREEK,NSW
2650,BOMEN,NSW
2357,BOMERA,NSW
4625,BON ACCORD,QLD
5719,BON BON,SA
2350,BONA VISTA,NSW
3820,BONA VISTA,VIC
2469,BONALBO,NSW
3888,BONANG,VIC
3196,BONBEACH,VIC
4229,BOND UNIVERSITY,QLD
2026,BONDI,NSW
2026,BONDI BEACH,NSW
2632,BONDI FOREST,NSW
1355,BONDI JUNCTION,NSW
2022,BONDI JUNCTION,NSW
2022,BONDI JUNCTION PLAZA,NSW
4703,BONDOOLA,QLD
3691,BONEGILLA,VIC
3939,BONEO,VIC
2576,BONG BONG,NSW
2722,BONGALONG,NSW
4507,BONGAREE,QLD
4356,BONGEEN,QLD
2722,BONGONGALONG,NSW
3561,BONN,VIC
2264,BONNELLS BAY,NSW
2914,BONNER,ACT
2226,BONNET BAY,NSW
7053,BONNET HILL,TAS
3335,BONNIE BROOK,VIC
3720,BONNIE DOON,VIC
4873,BONNIE DOON,QLD
6479,BONNIE ROCK,WA
2232,BONNIE VALE,NSW
6525,BONNIEFIELD,WA
2311,BONNINGTON PARK,NSW
2445,BONNY HILLS,NSW
2177,BONNYRIGG,NSW
2177,BONNYRIGG HEIGHTS,NSW
4213,BONOGIN,QLD
2361,BONSHAW,NSW
3352,BONSHAW,VIC
3356,BONSHAW,VIC
4385,BONSHAW,QLD
2441,BONVILLE,NSW
2450,BONVILLE,NSW
4370,BONY MOUNTAIN,QLD
2905,BONYTHON,ACT
5238,BONYTHON,SA
5417,BOOBOROWIE,SA
7264,BOOBYALLA,TAS
6722,BOODARIE,WA
6423,BOODAROCKIN,WA
4401,BOODUA,QLD
2480,BOOERIE CREEK,NSW
4871,BOOGAN,QLD
4610,BOOIE,QLD
2650,BOOK BOOK,NSW
3260,BOOKAAR,VIC
5690,BOOKABIE,SA
6525,BOOKARA,WA
2257,BOOKER BAY,NSW
2582,BOOKHAM,NSW
2372,BOOKOOKOORARA,NSW
5333,BOOKPURNONG,SA
2460,BOOKRAM,NSW
5271,BOOL LAGOON,SA
3825,BOOLA,VIC
6392,BOOLADING,WA
2423,BOOLAMBAYTE,NSW
3960,BOOLARONG,VIC
2284,BOOLAROO,NSW
3870,BOOLARRA,VIC
3870,BOOLARRA SOUTH,VIC
4671,BOOLBOONDA,QLD
4702,BOOLBURRA,QLD
2388,BOOLCARROLL,NSW
5440,BOOLCOOMATTA,SA
3880,BOOLE POOLE,VIC
5482,BOOLEROO CENTRE,SA
5330,BOOLGUN,SA
2711,BOOLIGAL,NSW
2540,BOOLIJAH,NSW
3392,BOOLITE,VIC
3480,BOOLITE,VIC
3728,BOOMAHNOOMOONAH,VIC
2712,BOOMANOOMANA,NSW
7177,BOOMER BAY,TAS
2428,BOOMERANG BEACH,NSW
2866,BOOMEY,NSW
2405,BOOMI,NSW
2476,BOOMI CREEK,NSW
2469,BOOMOODEERIE,NSW
4621,BOOMPA,QLD
2877,BOONA MOUNT,NSW
3235,BOONAH,VIC
4310,BOONAH,QLD
2409,BOONAL,NSW
6503,BOONANARRING,WA
4601,BOONARA,QLD
4413,BOONARGA,QLD
4034,BOONDALL,QLD
4406,BOONDANDILLA,QLD
4613,BOONDOOMA,QLD
4610,BOONENNE,QLD
5633,BOONERDO,SA
2372,BOONOO BOONOO,NSW
4650,BOONOOROO,QLD
4650,BOONOOROO PLAINS,QLD
6429,BOORABBIN,WA
2480,BOORABEE PARK,NSW
6154,BOORAGOON,WA
6954,BOORAGOON,WA
2284,BOORAGUL,NSW
